Price,Price/Earnings,Dividend Yield,Earnings/Share,52 Week Low,52 Week High,Market Cap,EBITDA,Price/Sales,Price/Book,total_esg_risk_score,environment_risk_score,governance_risk_score,social_risk_score,controversy_score
379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0,379.0
109.69897097625326,25.711137566137555,1.9449507163034299,4.079709762532978,128.77664907651712,87.77168913720307,57274017462.95515,4245783440.6332455,4.112404458654353,13.734128686327068,21.703260869565216,5.863586956521731,6.710326086956519,9.129076086956514,2.045845272206303
122.96638249996943,43.45924116785562,1.4304122215530422,5.0066884545194865,143.14430031343085,89.85586713688006,97859809939.16705,7641670462.638174,3.5562693765436237,72.85346645640013,6.824744134777218,5.088963071793483,2.1741268154612885,3.601189870186856,0.7581418311220458
10.06,-251.53,0.0,-19.94,12.05,9.7,4653993594.0,-5067000000.0,0.15318617,0.66,7.1,0.0,3.0,0.9,1.0
52.425,16.015,0.908868275,1.6549999999999998,61.42,43.7285265,14474518541.0,906902000.0,1.7705913500000001,2.135,16.4,1.8,5.3,6.75,2.0
78.66,19.96,1.8815053,3.09,92.37,66.89,25759280346.0,1913000000.0,3.0405293,3.82,21.6,4.2,6.2,9.1,2.0
125.61,25.83,2.8319298,5.445,147.67000000000002,102.33500000000001,52132407164.0,4337900000.0,4.945112,6.74,26.0,9.0,7.6,11.2,2.0458452722063036
1350.5,520.15,7.7134986,44.09,1498.0,824.3,809508034020.0,79386000000.0,20.094294,1318.7,41.7,25.0,19.4,22.5,5.0
